代號,名稱,取樣年 T-1,TSE 產業別,TSE新產業_名稱,是否違約,會計師事務所,是否為四大,是否投保董監責任險(Y/N),是否投保董監責任險,TESG分數,環境構面分數,社會構面分數,公司治理構面分數,總負債/總淨值,稅前純益/實收資本,營業利益率,稅後淨利成長率,存貨週轉率（次）,資產總額,ROA稅後息前,ROE稅後,每股淨值,每股現金流量,營收成長率,營業毛利成長率,營業利益/實收資本比,  現金及約當現金,  應收帳款及票據,  其他應收款,  存貨,  其他流動資產,流動資產,  不動產廠房及設備,    遞延所得稅資產,  遞延資產合計,    其他非流動資產－其他,  其他非流動資產,非流動資產,  應付帳款及票據,  其他應付款,  其他流動負債,流動負債,非流動負債,負債總額,    普通股股本,  股本,  資本公積合計,    未分配盈餘,  保留盈餘,  其他權益,母公司股東權益合計,股東權益總額,負債及股東權益總額,  營業收入毛額,營業收入淨額,  銷貨成本,營業成本,營業毛利,已實現銷貨毛利,營業費用,營業利益,  利息收入,  其他收入－其他,其他收入,  其他利益及損失－其他,其他利益及損失,  利息支出(不含租賃負債),財務成本,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,合併總損益,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,綜合損益歸屬母公司,每股盈餘,加權平均股數,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利,  稅前淨利－CFO,  折舊－CFO,  攤提－CFO,  利息支出－CFO,  利息收入－CFO,  應收帳款（增加）減少－CFO,  存貨（增加）減少－CFO,  應付帳款增加（減少）－CFO,  其他應付款增加（減少）－CFO,  利息收現－CFO,  退還（支付）所得稅－CFO,  調整項（出貨）－CFO,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI,  其他金融資產（增加）減少－CFI,投資活動之現金流量,籌資活動之現金流量,本期產生現金流量,期初現金及約當現金,期末現金及約當現金,  資產負債表帳列現金,商品及製成品,員工人數-母公司,用人費用合計,折舊合計,攤銷合計,ROA(C)稅前息前折舊前,ROA稅後息前折舊前,ROA－綜合損益,稅前息前折舊前淨利率,營業毛利率,已實現銷貨毛利率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,現金流量比率,每股淨值(F)－TSE公告數,常續性EPS,每股營業額,每股營業利益,每股稅前淨利,每股綜合損益,季底每股稅前淨利,季底每股稅後淨利,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,負債比率,淨值/資產,長期資金適合率(A),淨負債,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,固定資產週轉次數,淨值週轉率（次）,季底收款天數,季底售貨天數,自由現金流量(D),Tobins Q,Tobins Q (A)
6186,新潤,2017,14,建材營造,0,資誠聯合會計師事務所,1,Y,1,55.64,48.75,49.08,64.55,271.41,4.44,-2.37,-97.68,0.27,4740853,0.52,0.43,18.23,-2.21,-50.24,-73.93,-3.82,335379,72799,19,3743143,22700,4266694,2382,2629,2629,409148,409148,474159,138590,21373,60150,2464410,1000000,3464410,700344,700344,234209,222197,341890,0,1276443,1276443,4740853,1235014,1129875,999814,999814,130061,130061,156828,-26767,353,76276,76629,0,3059,66157,21793,57895,31128,25374,5754,5754,0,5754,5754,5754,0.08,70034,5754,0.08,70129,52921,53710,2684,31128,789,0,21793,-353,-40516,74445,-20707,-41246,353,-25720,2228,-154745,-635,-234796,-235431,502860,112684,222695,335379,335379,0,33,32941,789,0,1.1,0.46,0.12,4.75,11.51,11.51,2.75,0.51,5.12,0.24,82.93,-0.63,13.88,2.92,-6.28,18.23,0.04,16.13,-0.38,0.44,0.08,0.44,0.08,-73.93,-108.88,-89.91,-97.68,-98.9,5.61,-9.52,-5.31,173.13,17.06,91.41,73.08,26.92,95568.6,2795495,1802284,298.95,21.5,0.24,16.97,459.49,0.84,23.52,1366.5,-118115,0.89,0.89
6214,精誠,2017,30,資訊服務業,1,勤業眾信聯合會計師事務所,1,Y,1,56,52.92,61.69,52.25,57.15,48.26,3.19,7.59,4.63,19364170,6.24,9.35,49.88,0.89,4.1,4.66,20.01,3708235,3282035,204277,2910565,283864,14821057,1940525,54870,54870,259273,259273,4543113,3100522,902169,160581,6766494,275520,7042014,2693933,2693933,7363072,2708899,3670307,-453327,12270356,12322156,19364170,16960462,16874279,12340551,12340551,4533728,4533728,3994602,539126,48528,56818,152589,-4227,574325,32359,32359,761034,1300160,127042,1173118,1173118,-420912,752206,1177749,756949,4.79,245983,1177749,4.79,246004,1332519,1490950,629058,1300160,114811,43620,32359,-48528,-49758,-504184,253029,13227,0,-218027,49326,219643,-61655,-333094,242036,-762874,-537047,4245282,3708235,3708235,2875190,1636,2974188,114811,43620,4.93,4.1,3.91,8.84,26.87,26.87,7.7,6.95,4.51,3.73,113.5,4.05,23.67,17.63,3.25,49.88,2.58,68.6,2.19,5.29,3.06,5.29,4.79,4.66,93.05,4.36,7.59,186.31,1.48,-3.43,0.32,219.04,159.47,2.7,36.37,63.63,634.99,-5844148,8054563,50.26,5.07,0.88,71.97,8.54,1.35,71.1,86.18,1621267,0.9,0.9
6219,富旺,2017,14,建材營造,0,資誠聯合會計師事務所,1,Y,1,55.23,58.13,49.32,57.53,311.37,11.16,12.59,673.94,0.23,7576224,2.39,6.83,11.96,-1.84,32.83,73.56,14.05,683984,487395,4416,5495191,115101,6912315,18731,7588,7588,637207,637207,663909,528927,41591,12278,4333863,1400640,5734503,1540163,1540163,92566,128027,208992,0,1841721,1841721,7576224,1712587,1718835,1224543,1224543,494292,494292,277958,216334,1912,6095,8007,-1100,794,86740,53307,-44506,171828,43044,128784,128784,0,128784,128784,128784,0.78,164184,128784,0.78,164678,225135,241681,126890,171828,15331,1215,53307,-1912,-346285,-168709,123896,-358,1912,-25382,6611,-301488,-8728,-136598,-116879,517756,99389,584595,683984,683984,2808,35,55467,15331,1215,3.31,2.55,1.78,14.06,28.76,28.76,10,7.49,-2.59,7.38,177.83,3.14,16.17,3.23,-6.96,11.96,0.82,11.16,1.4,1.05,0.78,1.12,0.84,73.56,154.08,429.84,673.94,414.16,9.73,-4.57,1.5,159.5,27.13,30.81,75.69,24.31,17299.3,4372449,2578452,324.84,5.47,0.24,66.75,47.31,0.91,103.5,1637.95,667519,0.88,0.88
6235,華孚,2017,25,電腦及週邊,0,勤業眾信聯合會計師事務所,1,Y,1,47.1,44.83,40.32,53.88,82.14,9.62,7.19,-93.78,6.01,3977035,2.31,3.55,13.2,0.52,36.69,53.96,13.51,906360,1228016,4065,508412,29768,2743525,545314,7340,7340,76332,680682,1233510,676041,578560,8018,1720116,73375,1793491,1654101,1654200,31649,455667,533540,-35845,2183544,2183544,3977035,3107680,3107680,2486433,2486433,621247,621247,397747,223500,6348,2728,35703,-7695,-95011,4992,4992,-64300,159200,76451,82749,82749,-60192,22557,82749,22557,0.5,164994,82749,0.49,168341,164192,276098,92192,159200,101368,10538,4992,-6348,-339825,-372729,199953,104487,6151,-31932,2418,85596,-364976,-25760,566395,15709,577339,329021,906360,906360,219606,78,772042,101368,10538,7.59,5.03,0.6,8.88,19.99,19.99,5.12,2.66,-2.07,2.97,156.19,6.99,12.8,24.84,4.98,13.2,0.56,18.79,1.35,0.96,0.14,0.96,0.5,53.96,766.65,214.52,1019.29,447.85,12.05,-11.73,1.4,159.5,124.92,5.75,45.1,54.9,400.42,-578719,1023409,79.52,2.93,0.83,124.75,7.16,1.33,144.23,80.4,598975,0.97,0.97
6259,百徽,2017,28,電子零組件,0,馬施云大華聯合會計師事務所,0,N,0,46.9,45.94,41.81,52.61,92.95,-3.23,-9.49,86.96,5.3,267452,-18.23,-43.08,1.38,-0.05,-36.11,365.82,-2.45,47663,91157,2886,38191,316,199083,10003,34314,34314,1574,24052,68369,45181,48296,1750,116894,11947,128841,1113364,1113364,43306,-1010109,-1010109,7157,153718,138611,267452,286954,286954,232237,232237,54717,54717,81948,-27231,149,3099,4676,-345,-10430,3007,3007,-8761,-35992,23125,-59117,-59214,4378,-54836,-55694,-52429,-0.68,82405,-55694,-0.68,82405,-32985,-28952,-59625,-35992,4033,0,3007,-149,23343,11173,-10339,-28180,149,-181,11810,-4354,-247,1038,3615,4042,-2485,50582,48097,47663,137626,33,71088,4033,0,-9.48,-17.31,-17.65,-10.09,19.07,19.07,-12.54,-20.64,-3.05,-20.78,66.77,-11.4,28.56,24.77,-3.72,1.38,-0.5,2.58,-0.24,-0.44,-0.67,-0.32,-0.5,365.82,92.5,90.79,85,83.61,-24.42,2.03,93.06,170.31,121.23,-5.31,48.17,51.83,1505.13,-15489,82189,93.32,2.71,0.92,134.73,23.76,2.09,115.95,59.33,-54639,1.37,1.37
6542,隆中,2017,32,文化創意業,0,資誠聯合會計師事務所,1,Y,1,50.93,45.94,46.43,58.59,52,-33.4,-0.1,-201.84,0,1264152,-6.74,-10.93,25.01,1.58,-20.85,-37.77,-0.67,297309,191863,6444,0,57021,1015110,5050,2913,2913,3787,3787,249042,118966,84969,1279,432452,0,432452,315006,315006,551010,-90301,-67303,-10879,787834,831700,1264152,2175813,2175813,1428410,1428410,747403,747403,749504,-2101,2034,51546,55257,-941,-147714,2337,2337,-103110,-105211,-7731,-97480,-97480,-4538,-102018,-90301,-93900,-2.87,31501,-90301,-2.87,31501,-102874,211520,1952,-105211,4038,310356,2337,-2034,73438,0,-18798,-58845,2034,-16589,54385,49844,-1410,277,-323448,-39613,-321676,618985,297309,297309,0,70,124155,4038,310356,21.95,18.69,-7.2,9.72,34.35,34.35,-4.84,-4.48,-4.74,0.09,99.72,-0.18,34.45,5.71,11.53,25.01,0.29,69.07,-0.07,-3.34,-3.24,-3.34,-2.87,-37.77,-101.56,-186.42,-201.84,-98.71,-19.47,-12.7,-5.85,234.73,114.61,-2.45,34.21,65.79,16469.3,-178258,582658,23.07,9.52,1.54,38.35,336.66,2.44,32.19,0,388167,1.2,1.2
8064,東捷,2017,26,光電業,0,勤業眾信聯合會計師事務所,1,Y,1,51.12,45.94,56.12,49.38,279.33,2.07,3.65,-87.99,1.25,9484930,0.42,0.74,14.08,-0.06,-1.62,-7.45,9.22,1186494,1532424,42409,3587599,12962,8185401,970655,167689,167689,19065,47198,1299529,2021476,199153,33617,6611017,373447,6984464,1648178,1648178,468639,130836,207561,-4510,2319868,2500466,9484930,4159084,4159084,3454358,3454358,704726,704726,552719,152007,8915,8503,29143,-483,-117269,16037,16037,-117899,34108,15143,18965,18965,841,19806,1176,2208,0.01,164662,1176,0.01,164900,50145,158207,18965,34108,93987,14075,16037,-8915,-28006,-1628976,703756,-12028,8915,-22024,-175685,-9760,-72563,-1558112,-1724694,1870952,136276,1050218,1186494,1186494,1939623,603,692617,93987,14075,2.05,1.58,0.26,3.8,16.94,16.94,0.82,0.46,-2.83,0.46,127.5,2.06,13.29,16.65,-0.15,14.08,0.01,25.23,0.92,0.21,0.12,0.21,0.01,-7.45,-33.43,-83.22,-87.99,-88.34,60.24,-4.83,-2.23,123.81,42.32,49.69,73.64,26.36,291.72,1353641,1574384,204.76,2.7,0.54,135.27,4.24,1.62,134.49,400.76,266879,0.55,0.55
8099,大世科,2017,30,資訊服務業,0,安侯建業聯合會計師事務所,1,Y,1,53.53,45.94,62.91,48.95,90.14,20.97,3.93,36.74,5.81,1935165,6.03,11.95,15.07,0.85,3.84,12.63,21.06,268657,785773,1552,400113,0,1543564,195494,26647,26647,139457,139457,391601,478541,195693,27825,825792,91597,917389,672000,672000,587,120809,343051,-2962,1012676,1017776,1935165,3603418,3603418,2823438,2823438,779980,779980,638474,141506,2366,1296,3662,-17,-2664,1599,1599,-601,140905,21871,119034,119034,1312,120346,117290,118700,1.75,67200,117290,1.73,67897,142504,237364,119104,140905,86954,7906,1599,-2366,-87356,121466,-224889,62631,0,-12391,-33265,56888,-37211,-23073,-52910,-74857,-72406,341063,268657,268657,400113,501,506421,86954,7906,11.9,9.98,6.03,6.59,21.65,21.65,3.91,3.3,-0.02,3.31,122.16,8.04,17.72,14.05,6.89,15.07,1.75,53.62,2.11,2.1,1.79,2.1,1.75,12.63,50.28,34.02,36.74,36.91,-5.84,4.49,2.49,186.92,134.6,1.33,47.41,52.59,530.74,-210674,717772,116.52,4.88,1.81,74.85,18.48,3.62,84.64,51.72,197633,0.78,0.78
8110,華東,2017,24,半導體,0,勤業眾信聯合會計師事務所,1,Y,1,50.82,33.1,66.36,46.48,60.96,15.38,8.94,52.27,8.37,16389531,4.57,7.34,19.56,6.26,7.81,41.88,16.02,2170414,1227622,57502,943577,32276,4943041,9321895,341604,341604,100266,118095,11446490,860548,931962,39950,3147475,3059948,6207423,5263811,5263811,347249,2857723,3498284,1127642,10182108,10182108,16389531,9431751,9431751,8085825,8085825,1345926,1345926,502587,843339,17886,0,40582,5578,4825,91967,75255,-33556,809783,139247,670536,670536,876572,1547108,670536,1547108,1.39,482915,670536,1.38,485142,885038,3254559,509581,809783,2358500,11021,75255,-17886,34810,44538,-117986,-23888,0,-84270,76822,3022717,-2178138,-28429,-2098387,-1000161,-82627,2253041,2170414,2170414,384004,2744,1845787,2358500,11021,19.27,15.82,9.64,34.51,14.27,14.27,8.59,7.11,-0.36,5.4,267.8,5.93,5.33,19.57,96.04,19.56,0.98,18.12,1.62,1.68,3.2,1.56,1.29,41.88,77.42,53.64,52.27,35.71,4.31,26.05,0.72,157.05,115.9,10.27,37.87,62.13,140.74,1790226,1795566,21.32,7.58,0.59,48.18,1,1.03,50.75,42.59,-303127,0.77,0.77
8287,英格爾,2017,28,電子零組件,1,德昌聯合會計師事務所,0,Y,1,60.6,56.35,48.89,72.57,1610.93,-201.91,-52.21,-1153.24,24.06,3343076,-61.77,-160.4,1.34,5.96,-66.59,-13.13,-186.34,216311,2600096,3327,200772,73815,3187398,111542,39400,39400,3832,3832,155678,1671393,69969,37367,2993060,154621,3147681,1456213,1456213,1328657,-2758452,-2529020,-60455,195395,195395,3343076,5197617,5197376,4582320,4582320,615056,615056,3328569,-2713513,766,20656,24165,157257,-222416,28227,28227,-226771,-2940284,86816,-3027100,-3027100,-244588,-3271688,-3027100,-3271688,-20.79,145621,-3027100,-20.79,145621,-2912057,-2896716,-2820624,-2940284,15238,103,28227,-766,-454002,-20644,1187573,-160055,766,-84696,35100,868412,-5352,0,-27656,-836797,-78472,294783,216311,216311,52395,42,212846,15238,103,-55.33,-57.27,-67.29,-55.73,11.83,11.83,-56.57,-58.24,-4.36,-54.27,18.48,-59.36,64.04,4.1,29.01,1.34,-19.37,35.69,-18.63,-20.19,-22.47,-20.19,-20.79,-13.13,-923.62,-852.1,-1153.24,-1425.53,-47.61,-94.54,-52.09,106.49,97.09,-0.94,94.16,5.84,175.18,863917,194338,1433.44,1.33,1.07,275.3,44.5,2.75,182.6,16.55,-64733,0.67,0.67
8472,夠麻吉,2017,36,數位雲端,0,勤業眾信聯合會計師事務所,1,Y,1,49.89,45.94,51.65,50.63,113.3,26.51,8.47,-28.48,0,1293066,3.42,7.3,29.85,-0.78,-5.22,-4.39,22.41,225983,37722,1239,0,12672,1051305,9146,17858,17858,4155,4155,241761,354721,167753,2038,673022,13818,686840,203118,203118,327872,44745,75236,0,606226,606226,1293066,537556,537556,24655,24655,512901,512901,467380,45521,10626,588,11214,0,-2882,0,0,8332,53853,9158,44695,44695,0,44695,44695,44695,2.2,20312,44695,2.18,20529,53853,62913,44887,53853,7657,1403,0,-10626,-11507,0,40642,-18314,10696,-9368,-35149,-15746,-2617,1076,-7815,-56265,-79826,305809,225983,225983,0,219,211619,7657,1403,4.83,4.01,3.42,11.7,95.41,95.41,10.02,8.31,1.55,8.35,109.74,11.61,86.95,39.37,-2.34,29.85,2.21,26.46,2.24,2.65,2.2,2.65,2.2,-4.39,-34.54,-28.39,-28.48,-28.4,-2.08,-1.83,-1.39,156.21,140.7,0,53.12,46.88,6628.32,-907963,378283,6.22,16.82,0.41,21.71,48.79,0.88,25.61,0,42870,0.6,0.6
8472,夠麻吉,2017,36,數位雲端,0,勤業眾信聯合會計師事務所,1,Y,1,49.89,45.94,51.65,50.63,113.3,26.51,8.47,-28.48,0,1293066,3.42,7.3,29.85,-0.78,-5.22,-4.39,22.41,225983,37722,1239,0,12672,1051305,9146,17858,17858,4155,4155,241761,354721,167753,2038,673022,13818,686840,203118,203118,327872,44745,75236,0,606226,606226,1293066,537556,537556,24655,24655,512901,512901,467380,45521,10626,588,11214,0,-2882,0,0,8332,53853,9158,44695,44695,0,44695,44695,44695,2.2,20312,44695,2.18,20529,53853,62913,44887,53853,7657,1403,0,-10626,-11507,0,40642,-18314,10696,-9368,-35149,-15746,-2617,1076,-7815,-56265,-79826,305809,225983,225983,0,219,211619,7657,1403,4.83,4.01,3.42,11.7,95.41,95.41,10.02,8.31,1.55,8.35,109.74,11.61,86.95,39.37,-2.34,29.85,2.21,26.46,2.24,2.65,2.2,2.65,2.2,-4.39,-34.54,-28.39,-28.48,-28.4,-2.08,-1.83,-1.39,156.21,140.7,0,53.12,46.88,6628.32,-907963,378283,6.22,16.82,0.41,21.71,48.79,0.88,25.61,0,42870,0.6,0.6
8477,創業家,2017,36,數位雲端,0,勤業眾信聯合會計師事務所,1,Y,1,50.53,48.53,49.2,52.94,147.84,11.79,0.24,-63.51,1773.62,974311,2.13,4.7,19.06,7.89,19.66,19.37,4.38,455161,96217,618,61,7731,959910,2798,7451,7451,2280,2280,14401,475779,96382,0,581189,0,581189,206024,206024,154959,18904,31666,0,392649,393122,974311,3788327,3745814,3131322,3131322,614492,614492,605465,9027,4521,4030,8551,-179,6750,32,32,15269,24296,5400,18896,18896,0,18896,18896,18896,0.92,20602,18896,0.92,20642,24328,27850,18896,24296,1603,1919,32,-4521,-43479,100,178049,19474,4521,-18398,-1619,162633,-2239,-256,-37655,-36888,88090,367071,455161,455161,61,162,146162,1603,1919,3.14,2.46,2.13,0.74,16.4,16.4,0.65,0.5,0.41,0.5,101.49,1.82,16.16,3.9,27.98,19.06,0.92,181.82,0.44,1.18,0.92,1.18,0.92,19.37,-82.03,-61.08,-63.51,-63.51,21.6,-4.18,-4.04,165.16,163.63,0.17,59.65,40.35,14050.1,-854161,378721,24.49,50.29,4.22,7.26,1510.41,9.33,9.38,0.01,40078,0.87,0.87
8477,創業家,2017,36,數位雲端,0,勤業眾信聯合會計師事務所,1,Y,1,50.53,48.53,49.2,52.94,147.84,11.79,0.24,-63.51,1773.62,974311,2.13,4.7,19.06,7.89,19.66,19.37,4.38,455161,96217,618,61,7731,959910,2798,7451,7451,2280,2280,14401,475779,96382,0,581189,0,581189,206024,206024,154959,18904,31666,0,392649,393122,974311,3788327,3745814,3131322,3131322,614492,614492,605465,9027,4521,4030,8551,-179,6750,32,32,15269,24296,5400,18896,18896,0,18896,18896,18896,0.92,20602,18896,0.92,20642,24328,27850,18896,24296,1603,1919,32,-4521,-43479,100,178049,19474,4521,-18398,-1619,162633,-2239,-256,-37655,-36888,88090,367071,455161,455161,61,162,146162,1603,1919,3.14,2.46,2.13,0.74,16.4,16.4,0.65,0.5,0.41,0.5,101.49,1.82,16.16,3.9,27.98,19.06,0.92,181.82,0.44,1.18,0.92,1.18,0.92,19.37,-82.03,-61.08,-63.51,-63.51,21.6,-4.18,-4.04,165.16,163.63,0.17,59.65,40.35,14050.1,-854161,378721,24.49,50.29,4.22,7.26,1510.41,9.33,9.38,0.01,40078,0.87,0.87
1213,大飲,2018,2,食品工業,1,南台聯合會計師事務所,0,Y,1,51.22,43.58,50.44,60.14,125.88,-12.06,-1.98,-4612.8,14.48,1369872,-7.68,-13.76,10.71,-0.53,-8.51,-21.32,-2.08,38133,193396,5573,33448,7554,328880,362319,3866,3866,125229,674807,1040992,61994,73471,888,366202,397205,763407,566226,566226,21938,-36870,18483,-182,606465,606465,1369872,594238,594238,540347,540347,53891,53891,65665,-11774,3265,961,4699,-56595,-56534,4688,4688,-56523,-68297,21282,-89579,-89579,18,-89561,-89579,-89561,-1.58,56623,-89579,-1.58,56623,-63609,-45144,-89640,-68297,17452,1013,4688,-3265,16363,7009,-6905,43218,3293,-924,-1017,-29936,-10299,4332,-664743,537548,-157113,195246,38133,38133,17157,138,73084,17452,1013,-4.05,-6.36,-8.02,-7.6,9.07,9.07,-11.49,-15.07,-9.51,-15.08,82.07,-1.66,11.05,12.3,-8.17,10.71,-1.58,10.49,-0.21,-1.21,-1.58,-1.21,-1.58,-21.32,-992.21,-1674.75,-4612.8,-4606.79,58.39,-12.87,-10.08,89.81,78.61,-5.46,55.73,44.27,268.12,483091,-37322,37.4,3.22,0.53,113.46,1.66,0.91,118.79,23.77,238423,0.83,0.83
1233,天仁,2018,2,食品工業,0,安永聯合會計師事務所,1,Y,1,64.96,57.82,69.69,66.19,35.01,24.02,7.5,-0.38,3.16,2169779,8.28,11.24,17.71,2.24,2.95,3.61,18.15,218633,261913,14478,298966,3038,840014,922299,2597,2597,33843,33843,1329765,139788,166011,6664,455461,107210,562671,905919,905919,45204,187205,540226,114513,1603108,1607108,2169779,2193118,2193118,936979,936979,1256139,1256139,1091727,164412,950,7979,48219,-358,6151,1114,1114,53179,217591,42892,174699,174699,134656,309355,174509,309130,1.93,90532,174509,1.92,90672,218705,280078,174856,217591,59521,1852,1114,-950,-21070,-4078,7069,2170,950,-36002,-1107,202364,-31522,-494,-39720,-214886,-52179,270812,218633,218633,129015,1583,764359,59521,1852,13.21,10.6,14.58,12.77,57.28,57.28,9.92,7.97,2.42,7.97,115.06,9.39,49.78,34.85,44.43,17.71,1.93,24.22,1.82,2.4,3.42,2.4,1.93,3.61,-14.87,3.22,-0.38,-0.21,4.68,7,-0.36,184.43,116.33,0.63,25.93,74.07,174.25,-153438,384553,34.9,8.72,1.03,41.85,2.34,1.41,43.59,116.77,216276,1.63,1.63
1236,宏亞,2018,2,食品工業,0,安永聯合會計師事務所,1,Y,1,55.08,65.11,51.23,49.73,52.25,1.65,0.34,161.83,4.82,2792241,0.61,0.74,16.93,1.8,4.98,4.8,0.62,40493,396329,8061,276983,4835,741342,1595238,28594,28594,16094,87349,2050899,236930,162820,20249,562187,396049,958236,1083425,1083425,33759,194785,445231,271590,1834005,1834005,2792241,1972592,1972592,1445695,1445695,526897,526897,520226,6671,326,5313,17091,-504,-508,5359,5351,11232,17903,4636,13267,13267,72880,86147,13267,86147,0.12,108343,13267,0.12,108343,23254,167492,13217,17903,136435,7803,5351,-326,-25992,45515,22733,27398,326,-3569,-31108,195259,-15519,7387,27436,-261911,-39270,79763,40493,40493,117613,869,436167,136435,7803,5.85,4.64,3.01,8.49,26.71,26.71,0.91,0.67,0.57,0.67,101.28,0.28,26.37,22.11,34.73,16.93,0.12,18.21,0.06,0.17,0.8,0.17,0.12,4.8,6440.2,94.51,161.83,144.35,-4.81,4.31,-0.11,131.87,79.13,30.49,34.32,65.68,134.71,386411,179155,36.71,5.16,0.69,70.73,1.19,1.1,73.34,69.93,297612,0.68,0.68
1324,地球,2018,3,塑膠工業,0,Ernst & Young會計師事務所,0,Y,1,62.08,60.96,63.72,61.7,30.37,1.1,0.14,-98.02,5.05,1306824,0.09,0.12,13.34,-0.12,-7.31,-4.59,0.21,229133,201094,2705,206570,1466,832255,387959,8740,8740,9830,55600,474569,198015,52350,8025,270523,33938,304461,751219,751219,0,89422,266942,-15798,1002363,1002363,1306824,1137469,1137469,959230,959230,178239,178239,176667,1572,2241,2010,4251,-251,2535,84,84,6702,8274,7079,1195,1195,-1794,-599,1195,-599,0.02,75122,1195,0.02,75162,8358,39341,328,8274,30539,444,84,-2241,33571,-33307,5641,-19645,2260,-25976,-305,-9085,-71300,-535,-73142,-22536,-108561,337694,229133,229133,51437,267,223174,30539,444,2.85,1.87,-0.04,3.46,15.67,15.67,0.73,0.11,0.59,0.03,100.89,0.14,15.53,19.62,-3.36,13.34,0,15.14,0.02,0.11,-0.01,0.11,0.02,-4.59,109.41,-90.44,-98.02,-99.47,-6.01,-2.26,-4.31,307.65,223.09,6.66,23.3,76.7,258.37,-399702,561732,40.67,5.23,0.84,69.84,2.97,1.12,64.53,78.91,44226,0.64,0.64
1325,恒大,2018,3,塑膠工業,0,勤業眾信聯合會計師事務所,1,-,0,45.82,47.73,50.7,39.64,6.92,8.6,5.34,51.02,5.6,1909141,3.15,3.37,20.14,1.03,5.69,-14.01,5.72,162843,148490,6762,146226,6851,1034739,808776,5976,5976,180,8058,874402,25679,27611,2290,59231,64365,123596,852812,852812,3171,517700,885600,-24052,1717531,1785545,1909141,914449,914449,812852,812852,101597,101597,52782,48815,8209,2049,11393,-1,13149,22,22,24520,73335,13413,59922,59922,-9179,50743,59853,51950,0.7,85281,59853,0.7,85409,73357,128998,59381,73335,55579,62,22,-8209,-5500,-3855,-6532,3244,8417,-12971,-14273,88054,-80111,0,34510,-33557,87757,75086,162843,162843,86833,143,98541,55579,374,6.75,5.46,2.67,14.11,11.11,11.11,8.02,6.55,2.68,6.49,192.48,3.98,5.77,10.78,148.66,20.14,0.7,10.72,0.57,0.86,0.6,0.86,0.7,-14.01,-25.42,38.74,51.02,50.82,0.6,0.97,0.64,1746.96,1483.29,0.04,6.47,93.53,220.77,-723314,975508,16.51,6.27,0.48,58.17,1.14,0.51,59.27,66.51,31413,0.74,0.74
1471,首利,2018,28,電子零組件,1,資誠聯合會計師事務所,1,-,0,40.39,43.74,42.77,36.08,68.09,-21.85,-25.93,31.01,14.61,1689116,-16.18,-27.69,6.68,-1.48,0.93,-15.4,-22.1,204101,414366,22869,81559,7272,758775,499391,3526,3526,18343,254231,930341,193886,114440,22225,677349,6851,684200,1504145,1504145,3763,-575087,-575087,72111,1004932,1004916,1689116,1282302,1282302,1366653,1366653,-84351,-84351,248094,-332445,1919,11008,50324,-7978,-16368,11238,11238,3824,-328621,-4155,-324466,-324466,-7600,-332066,-319739,-327339,-2.13,150415,-319739,-2.13,150415,-317383,-242223,-332979,-328621,72208,2952,11238,-1919,157336,22136,-150356,-22221,2462,-2065,15370,-223229,-83666,0,64711,-7424,-171777,375878,204101,204101,34595,54,316119,72208,2952,-12.86,-13.54,-17.03,-18.89,-6.58,-6.58,-25.63,-25.3,0.3,-25.97,-34,-21.73,19.35,24.65,-32.96,6.68,-2.18,8.53,-2.21,-2.18,-2.21,-2.18,-2.13,-15.4,4.73,27.9,31.01,21.88,-23.56,-24.91,5.28,112.02,94.68,-3.56,40.51,59.49,201.23,142670,81426,49.35,2.78,0.66,131.09,2.4,1.09,117.95,21.89,-49738,0.66,0.66
1516,川飛,2018,20,其他,0,安永聯合會計師事務所,1,-,0,44.45,39.48,41.4,51.96,6.69,5.08,1.88,-3.05,0,392550,4.26,4.5,11.54,1.86,16.23,31.51,5.34,158204,179501,0,0,189,337906,45425,7500,7500,52,1719,54644,21667,2842,25,24534,71,24605,318937,318937,20185,23285,34845,-6022,367945,367945,392550,909201,908249,878665,878665,29584,29584,12549,17035,179,4562,4876,-395,-5238,481,481,-843,16192,1,16191,16191,0,16191,16191,16191,0.51,31894,16191,0.51,31906,16673,17250,20175,16192,577,0,481,-179,43991,0,-4174,-2480,0,18,-2640,59226,0,9778,9957,-431,68752,89452,158204,158204,0,11,6912,577,0,5.46,5.4,4.16,1.9,3.26,3.26,1.78,1.78,-0.09,2.22,235.75,4.59,1.38,0.76,241.4,11.54,0.63,28.48,0.53,0.51,0.51,0.51,0.51,31.51,84.66,-3.04,-3.05,20.81,1.81,4.6,-0.05,1377.3,1376.48,2.9,6.27,93.73,810.01,-158204,313372,48.78,4.51,2.33,80.98,19.87,2.52,72.14,0,-17122,1.27,1.27
